0.580,0.812
0.673,0.666
0.563,0.626
0.597,0.449
0.643,0.624
0.593,0.551
0.723,0.461
0.607,0.522
0.610,0.967
0.750,0.472
0.643,0.463
0.733,0.583
0.707,0.773
0.697,0.440
0.603,0.412
0.733,0.731
0.727,0.628
0.630,0.946
0.610,0.328
0.737,0.377
0.587,0.611
0.693,0.288
0.683,0.826
0.703,0.421
0.553,0.451
0.633,0.835
0.723,0.715
0.710,0.633
0.723,0.377
0.757,0.710
0.593,0.600
0.653,0.389
0.623,0.706
0.780,0.670
0.643,0.422
0.650,0.625
0.600,0.638
0.930,0.771
0.997,1.000
0.827,0.942
0.737,0.834
0.717,0.836
0.667,0.538
0.750,0.883
0.803,0.664
0.613,0.494
0.687,0.778
0.777,0.666
0.600,0.866
0.673,0.320
0.583,0.627
0.570,1.025
0.677,0.416
0.660,0.404
0.693,0.465
0.717,0.248
0.693,0.888
0.643,0.562
0.710,0.498
0.610,0.522
0.727,0.744
0.677,0.346
0.723,0.603
0.580,0.344
0.830,0.791
0.740,0.294
0.670,0.713
0.683,0.419
0.617,0.504
0.730,0.777
0.647,0.375
0.663,0.572
0.570,0.501
0.620,0.715
0.510,0.748
0.803,0.431
0.553,0.673
0.603,0.435
0.650,0.598
0.573,0.577
0.873,0.768
0.700,0.353
0.677,0.461
0.580,0.402
0.587,0.813
0.693,0.628
0.593,0.589
0.653,0.375
0.677,0.432
0.520,0.882
0.693,0.258
0.560,0.505
0.877,0.202
0.540,0.824
0.637,0.301
0.567,0.457
0.617,0.623
0.617,0.514
0.667,0.461
0.583,0.747
0.540,0.735
0.753,0.549
0.673,0.789
0.677,0.280
0.593,0.644
0.733,0.599
0.687,0.427
0.567,0.544
0.600,0.679
0.593,0.628
0.730,0.621
0.647,0.705
0.613,0.491
0.683,0.466
0.940,0.975
0.967,1.003
0.763,1.014
0.767,0.291
0.697,0.631
0.557,0.566
0.673,0.516
0.610,0.441
0.707,0.618
0.563,0.695
0.700,0.541
0.603,0.362
0.663,0.560
0.660,0.343
0.627,0.531
0.523,0.708
0.630,0.842
0.583,0.464
0.517,0.584
0.780,0.464
0.753,0.581
0.717,0.325
0.587,0.760
0.667,0.299
0.657,0.574
0.600,0.501
0.767,0.640
0.773,0.762
0.527,0.435
0.593,0.691
0.617,0.457
0.587,0.490
0.600,0.657
0.773,0.398
0.983,0.976
0.777,0.844
0.750,0.282
0.650,0.494
0.690,0.448
0.690,0.250
0.603,0.611
0.733,0.263
0.680,0.821
0.710,0.639
0.617,0.537
0.720,0.607
0.637,0.413
0.643,0.388
0.540,0.503
0.597,0.584
0.633,0.750
0.640,0.439
0.527,0.623
0.617,0.863
0.617,0.743
0.663,0.520
0.703,0.586
0.633,0.631
0.680,0.497
0.680,0.333
0.683,0.655
0.707,0.642
0.703,0.457
0.690,0.233
0.730,0.445
0.553,0.559
0.657,0.384
0.530,0.759
0.753,0.691
0.460,1.069
0.707,0.334
0.617,0.476
0.587,0.623
0.570,0.810
0.733,0.373
0.810,0.890
0.543,0.616
0.680,0.431
0.643,0.696
0.620,0.872
0.667,0.946
0.577,0.515
0.540,0.411
0.763,0.614
0.833,0.338
0.690,0.432
0.803,0.854
0.633,0.886
0.677,0.488
0.637,0.518
0.597,0.917
0.630,0.786
0.690,0.441
0.577,0.576
0.710,0.594
0.587,0.576
0.600,0.417
0.700,0.762
0.680,0.656
0.570,0.481
0.633,0.348
0.673,0.321
0.653,0.648
0.637,0.783
0.573,0.708
0.717,0.550
0.617,0.835
0.647,0.986
0.697,0.338
0.663,0.427
0.603,0.419
0.720,0.522
0.640,0.968
0.730,0.677
0.640,0.650
0.820,0.593
0.667,0.544
0.637,0.441
0.687,0.814
0.667,0.568
0.763,0.751
0.790,1.015
0.813,0.934
0.647,0.558
0.780,0.522
0.810,0.669
0.650,0.439
0.697,0.484
0.810,0.968
0.593,0.616
0.640,0.400
0.593,0.934
0.730,0.708
0.623,0.588
0.617,0.558
0.760,0.684
0.627,0.760
