-88,-96,95,54
-89,-100,95,54
-89,-95,95,54
-95,-100,95,54
-91,-100,95,54
-95,-101,97,54
-90,-99,97,54
-90,-100,97,54
-91,-100,97,54
-93,-101,97,54
-91,-98,97,54
-87,-94,97,54
-94,-99,97,54
-89,-99,97,54
-85,-95,97,54
-90,-100,97,54
-91,-101,97,54
-89,-94,97,54
-97,-100,97,54
-93,-101,97,54
-97,-100,97,54
-96,-104,97,54
-89,-98,97,54
-91,-98,97,54
-87,-96,97,54
-89,-100,97,54
-89,-101,97,54
-87,-96,97,54
-91,-102,97,54
-82,-91,97,54
-87,-94,97,54
-88,-98,97,54
-90,-100,97,54
-88,-98,97,54
-87,-98,97,54
-87,-95,97,54
-87,-95,97,54
-85,-95,97,54
-88,-99,97,54
-85,-94,97,54
-91,-101,97,54
-90,-98,97,54
-88,-97,97,54
-87,-97,97,54
-89,-99,97,54
-89,-97,97,54
-95,-103,97,54
-90,-97,97,54
-85,-93,97,54
-90,-100,97,54
-88,-98,97,54
-87,-96,97,54
-89,-99,97,54
-93,-101,97,54
-86,-94,97,54
-87,-97,97,54
-90,-101,97,54
-87,-94,97,54
-91,-100,97,54
-93,-100,97,54
-90,-98,97,54
-90,-99,97,54
-93,-102,97,54
-89,-98,97,54
-86,-97,97,54
-90,-97,97,54
-89,-97,97,54
32767,32767,32767,32767
-90,-100,97,54
-89,-99,97,54
-90,-99,97,54
-87,-95,97,54
-88,-96,97,54
-89,-99,97,54
-93,-103,97,54
-91,-100,97,54
-91,-102,97,54
-84,-92,97,54
-88,-97,97,54
-88,-97,97,54
-89,-98,97,54
-87,-97,97,54
-87,-98,97,54
-87,-95,97,54
-89,-98,97,54
-87,-98,97,54
-89,-100,97,54
-87,-96,97,54
-89,-100,97,54
-89,-95,97,54
-91,-98,97,54
-95,-101,97,54
-95,-100,97,54
-91,-99,97,54
-97,-104,97,54
-90,-95,97,54
-89,-96,97,54
-91,-100,97,54
-93,-100,97,54
-91,-97,97,54
-95,-102,97,54
-91,-99,97,54
-90,-98,97,54
-96,-95,97,54
-95,-104,97,54
-88,-98,97,54
-89,-99,97,54
-87,-95,97,54
-88,-97,97,54
-89,-99,97,54
-89,-99,97,54
-87,-96,32767,32767
-91,-101,32767,32767
-89,-97,32767,32767
-90,-98,32767,32767
-90,-99,32767,32767
-91,-101,32767,32767
-91,-99,32767,32767
-95,-103,32767,32767
-89,-95,32767,32767
-90,-98,32767,32767
-89,-99,32767,32767
-91,-102,32767,32767
-87,-97,32767,32767
-95,-104,32767,32767
-91,-97,97,54
-91,-99,97,54
-88,-97,97,54
-88,-97,97,54
-90,-99,97,54
-95,-102,97,54
-91,-99,97,54
-90,-99,97,54
-90,-100,97,54
-91,-101,97,54
-89,-98,97,54
-91,-102,97,54
-95,-102,97,54
-90,-97,97,54
-91,-99,97,54
-90,-100,97,54
-94,-102,97,54
-97,-101,97,54
-91,-97,97,54
-91,-99,97,54
-89,-98,97,54
-88,-97,97,54
-90,-99,97,54
-95,-106,97,54
-89,-95,97,54
-91,-98,97,54
-90,-99,97,54
-93,-103,97,54
-90,-100,97,54
-95,-103,97,54
-91,-97,97,54
-91,-97,97,54
-90,-98,97,54
-95,-103,97,54
-91,-101,97,54
-88,-96,97,54
-88,-95,97,54
32767,32767,32767,32767
-89,-97,97,54
-95,-104,97,54
-90,-98,97,54
-91,-101,97,54
-90,-97,32767,32767
-91,-98,32767,32767
-93,-100,32767,32767
-93,-99,32767,32767
-93,-101,32767,32767
-97,-105,32767,32767
-91,-97,97,54
-94,-99,97,54
-93,-101,97,54
-95,-103,97,54
-95,-102,97,54
-84,-93,97,54
-87,-94,97,54
-85,-95,97,54
-90,-95,97,54
-93,-96,97,54
-88,-98,97,54
-93,-101,97,54
-87,-93,32767,32767
32767,32767,32767,32767
-99,-101,32767,32767
-90,-96,32767,32767
-103,-110,32767,32767
-101,-108,32767,32767
-88,-94,98,54
-89,-97,98,54
-85,-94,98,54
-91,-95,98,54
-87,-94,98,54
-95,-104,98,54
-88,-94,98,54
-103,-108,98,54
-94,-101,98,54
-84,-92,98,54
-85,-91,98,54
-87,-93,98,54
-91,-98,102,54
-95,-104,102,54
-83,-91,102,54
-87,-95,102,54
-87,-95,102,54
-87,-96,102,54
-97,-102,102,54
-85,-93,102,54
-91,-94,102,54
-87,-93,102,54
-90,-95,102,54
-103,-109,102,54
-90,-95,32767,32767
32767,32767,32767,32767
-90,-99,32767,32767
-99,-102,32767,32767
-83,-89,32767,32767
-91,-99,32767,32767
-84,-90,32767,32767
-93,-99,32767,32767
-85,-93,32767,32767
-91,-98,32767,32767
-83,-89,32767,32767
-93,-101,32767,32767
-93,-100,114,56
-97,-105,114,56
-90,-98,114,56
-95,-103,114,56
-85,-92,114,56
-95,-101,114,56
-96,-103,114,56
32767,32767,32767,32767
-99,-103,114,56
-95,-104,114,56
-96,-104,114,56
-87,-92,114,56
-96,-98,114,56
-97,-104,114,56
-101,-104,114,56
-91,-97,114,56
-93,-94,114,56
-103,-104,119,57
-99,-102,119,57
32767,32767,32767,32767
-99,-97,119,57
-97,-101,119,57
-94,-94,119,57
-101,-103,119,57
-99,-102,119,57
-95,-99,119,57
-101,-105,119,57
-97,-102,119,57
-102,-104,119,57
-99,-105,119,57
-92,-96,32767,32767
-95,-100,32767,32767
-96,-101,32767,32767
-99,-92,32767,32767
-90,-93,32767,32767
-99,-105,32767,32767
-99,-95,32767,32767
-100,-98,32767,32767
-101,-97,32767,32767
32767,32767,32767,32767
-101,-94,32767,32767
-97,-100,32767,32767
-102,-100,125,60
-101,-93,125,60
32767,32767,32767,32767
-101,-99,125,60
-103,-98,125,60
-103,-98,125,60
-102,-102,125,60
-100,-101,125,60
-100,-100,125,60
-101,-97,125,60
32767,32767,32767,32767
-101,-98,125,60
-102,-96,125,60
32767,32767,32767,32767
-99,-99,125,60
-100,-102,125,60
-96,-96,125,60
-99,-100,125,60
-99,-102,125,60
-97,-103,125,60
-93,-100,125,60
-99,-97,125,60
-96,-101,125,60
-93,-101,125,60
-90,-94,125,60
32767,32767,32767,32767
-97,-103,125,60
-95,-95,125,60
-97,-99,125,60
-99,-104,125,60
-96,-100,125,60
-89,-86,125,60
-91,-99,125,60
-93,-96,125,60
-96,-98,125,60
-99,-105,125,60
-97,-100,125,60
-96,-98,125,60
-99,-102,125,60
-100,-102,125,60
-95,-98,125,60
-101,-102,125,60
-102,-103,125,60
32767,32767,32767,32767
-94,-95,126,60
-100,-103,126,60
-96,-98,126,60
-99,-101,126,60
-99,-102,126,60
-99,-103,126,60
-96,-103,126,60
-97,-103,126,60
-95,-100,126,60
-97,-105,32767,32767
-99,-101,132,64
-102,-102,132,64
-99,-101,132,64
-99,-97,132,64
-99,-99,132,64
-99,-98,132,64
-101,-100,132,64
-97,-98,132,64
-102,-102,132,64
-101,-100,132,64
-99,-100,132,64
-102,-100,132,64
-102,-99,132,64
-100,-98,132,64
-102,-103,137,68
-93,-90,137,68
-95,-95,137,68
-96,-95,137,68
-97,-95,137,68
-101,-101,137,68
32767,32767,32767,32767
-100,-95,137,68
-102,-104,137,68
-99,-95,137,68
-101,-102,137,68
-99,-101,137,68
-101,-100,137,68
-102,-98,137,68
-101,-101,141,72
-99,-99,141,72
-102,-101,141,72
-101,-98,141,72
-100,-100,141,72
-99,-96,141,72
-101,-98,141,72
-100,-100,141,72
-99,-93,141,72
-100,-93,141,72
-101,-95,141,72
-102,-98,141,72
-101,-95,141,72
-100,-100,32767,32767
-101,-98,32767,32767
32767,32767,32767,32767
32767,32767,32767,32767
-101,-101,32767,32767
